Model,RTH1004
SerialNumber,104946
Firmware Version,'1.80.3.4'

Acquisition Time Stamp,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736,2022-01-26 14:15:27.233034736
Waveform Type,DIGITAL,,,,,,,
,,,,,,,,
Horizontal Unit,s,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Horizontal Position,0,,,,,,,
Reference Point,50 %,,,,,,,
Sample Interval,1.6e-08,,,,,,,
Record Length,125000,,,,,,,
,,,,,,,,
Vertical Unit,,,,,,,,
Threshold,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
,,,,,,,,
,,,,,,,,
History Index,0,0,0,0,0,0,0,0
History Time Stamp,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
,,,,,,,,
TIME,D7,D6,D5,D4,D3,D2,D1,D0
-0.00057462,0,0,0,0,0,1,0,1
-0.00057461,0,0,0,0,0,1,0,1
-0.00057459,0,0,0,0,0,1,0,1
-0.00057458,0,0,0,0,0,1,0,1
-0.00057456,0,0,0,0,0,1,0,1
-0.00057454,0,0,0,0,0,1,0,1
-0.00057453,0,0,0,0,0,1,0,1
-0.00057451,0,0,0,0,0,1,0,1
-0.0005745,0,0,0,0,0,1,0,1
-0.00057448,0,0,0,0,0,1,0,1
-0.00057446,0,0,0,0,0,1,0,1
-0.00057445,0,0,0,0,0,1,0,1
-0.00057443,0,0,0,0,0,1,0,1
-0.00057442,0,0,0,0,0,1,0,1
-0.0005744,0,0,0,0,0,1,0,1
-0.00057438,0,0,0,0,0,1,0,1
-0.00057437,0,0,0,0,0,1,0,1
-0.00057435,0,0,0,0,0,1,0,1
-0.00057434,0,0,0,0,0,1,0,1
-0.00057432,0,0,0,0,0,1,0,1
-0.0005743,0,0,0,0,0,1,0,1
-0.00057429,0,0,0,0,0,1,0,1
-0.00057427,0,0,0,0,0,1,0,1
-0.00057426,0,0,0,0,0,1,0,1
-0.00057424,0,0,0,0,0,1,0,1
-0.00057422,0,0,0,0,0,1,0,1
-0.00057421,0,0,0,0,0,1,0,1
-0.00057419,0,0,0,0,0,1,0,1
-0.00057418,0,0,0,0,0,1,0,1
-0.00057416,0,0,0,0,0,1,0,1
-0.00057414,0,0,0,0,0,1,0,1
-0.00057413,0,0,0,0,0,1,0,1
-0.00057411,0,0,0,0,0,1,0,1
-0.0005741,0,0,0,0,0,1,0,1
-0.00057408,0,0,0,0,0,1,0,1
-0.00057406,0,0,0,0,0,1,0,1
-0.00057405,0,0,0,0,0,1,0,1
-0.00057403,0,0,0,0,0,1,0,1
-0.00057402,0,0,0,0,0,1,0,1
-0.000574,0,0,0,0,0,1,0,1
-0.00057398,0,0,0,0,0,1,0,1
-0.00057397,0,0,0,0,0,1,0,1
-0.00057395,0,0,0,0,0,1,0,1
-0.00057394,0,0,0,0,0,1,0,1
-0.00057392,0,0,0,0,0,1,0,1
-0.0005739,0,0,0,0,0,1,0,1
-0.00057389,0,0,0,0,0,1,0,1
-0.00057387,0,0,0,0,0,1,0,1
-0.00057386,0,0,0,0,0,1,0,1
-0.00057384,0,0,0,0,0,1,0,1
-0.00057382,0,0,0,0,0,1,0,1
-0.00057381,0,0,0,0,0,1,0,1
-0.00057379,0,0,0,0,0,1,0,1
-0.00057378,0,0,0,0,0,1,0,1
-0.00057376,0,0,0,0,0,1,0,1
-0.00057374,0,0,0,0,0,1,0,1
-0.00057373,0,0,0,0,0,1,0,1
-0.00057371,0,0,0,0,0,1,0,1
-0.0005737,0,0,0,0,0,1,0,1
-0.00057368,0,0,0,0,0,1,0,1
-0.00057366,0,0,0,0,0,1,0,1
-0.00057365,0,0,0,0,0,1,0,1
-0.00057363,0,0,0,0,0,1,0,1
-0.00057362,0,0,0,0,0,1,0,1
-0.0005736,0,0,0,0,0,1,0,1
-0.00057358,0,0,0,0,0,1,0,1
-0.00057357,0,0,0,0,0,1,0,1
-0.00057355,0,0,0,0,0,1,0,1
-0.00057354,0,0,0,0,0,1,0,1
-0.00057352,0,0,0,0,0,1,0,1
-0.0005735,0,0,0,0,0,1,0,1
-0.00057349,0,0,0,0,0,1,0,1
-0.00057347,0,0,0,0,0,1,0,1
-0.00057346,0,0,0,0,0,1,0,1
-0.00057344,0,0,0,0,0,1,0,1
-0.00057342,0,0,0,0,0,1,0,1
-0.00057341,0,0,0,0,0,1,0,1
-0.00057339,0,0,0,0,0,1,0,1
-0.00057338,0,0,0,0,0,1,0,1
-0.00057336,0,0,0,0,0,1,0,1
-0.00057334,0,0,0,0,0,1,0,1
-0.00057333,0,0,0,0,0,1,0,1
-0.00057331,0,0,0,0,0,1,0,1
-0.0005733,0,0,0,0,0,1,0,1
-0.00057328,0,0,0,0,0,1,0,1
-0.00057326,0,0,0,0,0,1,0,1
-0.00057325,0,0,0,0,0,1,0,1
-0.00057323,0,0,0,0,0,1,0,1
-0.00057322,0,0,0,0,0,1,0,1
-0.0005732,0,0,0,0,0,1,0,1
-0.00057318,0,0,0,0,0,1,0,1
-0.00057317,0,0,0,0,0,1,0,1
-0.00057315,0,0,0,0,0,1,0,1
-0.00057314,0,0,0,0,0,1,0,1
-0.00057312,0,0,0,0,0,1,0,1
-0.0005731,0,0,0,0,0,1,0,1
-0.00057309,0,0,0,0,0,1,0,1
-0.00057307,0,0,0,0,0,1,0,1
-0.00057306,0,0,0,0,0,1,0,1
-0.00057304,0,0,0,0,0,1,0,1
-0.00057302,0,0,0,0,0,1,0,1
-0.00057301,0,0,0,0,0,1,0,1
-0.00057299,0,0,0,0,0,1,0,1
-0.00057298,0,0,0,0,0,1,0,1
-0.00057296,0,0,0,0,0,1,0,1
-0.00057294,0,0,0,0,0,1,0,1
-0.00057293,0,0,0,0,0,1,0,1
-0.00057291,0,0,0,0,0,1,0,1
-0.0005729,0,0,0,0,0,1,0,1
-0.00057288,0,0,0,0,0,1,0,1
-0.00057286,0,0,0,0,0,1,0,1
-0.00057285,0,0,0,0,0,1,0,1
-0.00057283,0,0,0,0,0,1,0,1
-0.00057282,0,0,0,0,0,1,0,1
-0.0005728,0,0,0,0,0,1,0,1
-0.00057278,0,0,0,0,0,1,0,1
-0.00057277,0,0,0,0,0,1,0,1
-0.00057275,0,0,0,0,0,1,0,1
-0.00057274,0,0,0,0,0,1,0,1
-0.00057272,0,0,0,0,0,1,0,1
-0.0005727,0,0,0,0,0,1,0,1
-0.00057269,0,0,0,0,0,1,0,1
-0.00057267,0,0,0,0,0,1,0,1
-0.00057266,0,0,0,0,0,1,0,1
-0.00057264,0,0,0,0,0,1,0,1
-0.00057262,0,0,0,0,0,1,0,1
-0.00057261,0,0,0,0,0,1,0,1
-0.00057259,0,0,0,0,0,1,0,1
-0.00057258,0,0,0,0,0,1,0,1
-0.00057256,0,0,0,0,0,1,0,1
-0.00057254,0,0,0,0,0,1,0,1
-0.00057253,0,0,0,0,0,1,0,1
-0.00057251,0,0,0,0,0,1,0,1
-0.0005725,0,0,0,0,0,1,0,1
-0.00057248,0,0,0,0,0,1,0,1
-0.00057246,0,0,0,0,0,1,0,1
-0.00057245,0,0,0,0,0,1,0,1
-0.00057243,0,0,0,0,0,1,0,1
-0.00057242,0,0,0,0,0,1,0,1
-0.0005724,0,0,0,0,0,1,0,1
-0.00057238,0,0,0,0,0,1,0,1
-0.00057237,0,0,0,0,0,1,0,1
-0.00057235,0,0,0,0,0,1,0,1
-0.00057234,0,0,0,0,0,1,0,1
-0.00057232,0,0,0,0,0,1,0,1
-0.0005723,0,0,0,0,0,1,0,1
-0.00057229,0,0,0,0,0,1,0,1
-0.00057227,0,0,0,0,0,1,0,1
-0.00057226,0,0,0,0,0,1,0,1
-0.00057224,0,0,0,0,0,1,0,1
-0.00057222,0,0,0,0,0,1,0,1
-0.00057221,0,0,0,0,0,1,0,1
-0.00057219,0,0,0,0,0,1,0,1
-0.00057218,0,0,0,0,0,1,0,1
-0.00057216,0,0,0,0,0,1,0,1
-0.00057214,0,0,0,0,0,1,0,1
-0.00057213,0,0,0,0,0,1,0,1
-0.00057211,0,0,0,0,0,1,0,1
-0.0005721,0,0,0,0,0,1,0,1
-0.00057208,0,0,0,0,0,1,0,1
-0.00057206,0,0,0,0,0,1,0,1
-0.00057205,0,0,0,0,0,1,0,1
-0.00057203,0,0,0,0,0,1,0,1
-0.00057202,0,0,0,0,0,1,0,1
-0.000572,0,0,0,0,0,1,0,1
-0.00057198,0,0,0,0,0,1,0,1
-0.00057197,0,0,0,0,0,1,0,1
-0.00057195,0,0,0,0,0,1,0,1
-0.00057194,0,0,0,0,0,1,0,1
-0.00057192,0,0,0,0,0,1,0,1
-0.0005719,0,0,0,0,0,1,0,1
-0.00057189,0,0,0,0,0,1,0,1
-0.00057187,0,0,0,0,0,1,0,1
-0.00057186,0,0,0,0,0,1,0,1
-0.00057184,0,0,0,0,0,1,0,1
-0.00057182,0,0,0,0,0,1,0,1
-0.00057181,0,0,0,0,0,1,0,1
-0.00057179,0,0,0,0,0,1,0,1
-0.00057178,0,0,0,0,0,1,0,1
-0.00057176,0,0,0,0,0,1,0,1
-0.00057174,0,0,0,0,0,1,0,1
-0.00057173,0,0,0,0,0,1,0,1
-0.00057171,0,0,0,0,0,1,0,1
-0.0005717,0,0,0,0,0,1,0,1
-0.00057168,0,0,0,0,0,1,0,1
-0.00057166,0,0,0,0,0,1,0,1
-0.00057165,0,0,0,0,0,1,0,1
-0.00057163,0,0,0,0,0,1,0,1
-0.00057162,0,0,0,0,0,1,0,1
-0.0005716,0,0,0,0,0,1,0,1
-0.00057158,0,0,0,0,0,1,0,1
-0.00057157,0,0,0,0,0,1,0,1
-0.00057155,0,0,0,0,0,1,0,1
-0.00057154,0,0,0,0,0,1,0,1
-0.00057152,0,0,0,0,0,1,0,1
-0.0005715,0,0,0,0,0,1,0,1
-0.00057149,0,0,0,0,0,1,0,1
-0.00057147,0,0,0,0,0,1,0,1
-0.00057146,0,0,0,0,0,1,0,1
-0.00057144,0,0,0,0,0,1,0,1
-0.00057142,0,0,0,0,0,1,0,1
-0.00057141,0,0,0,0,0,1,0,1
-0.00057139,0,0,0,0,0,1,0,1
-0.00057138,0,0,0,0,0,1,0,1
-0.00057136,0,0,0,0,0,1,0,1
-0.00057134,0,0,0,0,0,1,0,1
-0.00057133,0,0,0,0,0,1,0,1
-0.00057131,0,0,0,0,0,1,0,1
-0.0005713,0,0,0,0,0,1,0,1
-0.00057128,0,0,0,0,0,1,0,1
-0.00057126,0,0,0,0,0,1,0,1
-0.00057125,0,0,0,0,0,1,0,1
-0.00057123,0,0,0,0,0,1,0,1
-0.00057122,0,0,0,0,0,1,0,1
-0.0005712,0,0,0,0,0,1,0,1
-0.00057118,0,0,0,0,0,1,0,1
-0.00057117,0,0,0,0,0,1,0,1
-0.00057115,0,0,0,0,0,1,0,1
-0.00057114,0,0,0,0,0,1,0,1
-0.00057112,0,0,0,0,0,1,0,1
-0.0005711,0,0,0,0,0,1,0,1
-0.00057109,0,0,0,0,0,1,0,1
-0.00057107,0,0,0,0,0,1,0,1
-0.00057106,0,0,0,0,0,1,0,1
-0.00057104,0,0,0,0,0,1,0,1
-0.00057102,0,0,0,0,0,1,0,1
-0.00057101,0,0,0,0,0,1,0,1
-0.00057099,0,0,0,0,0,1,0,1
-0.00057098,0,0,0,0,0,1,0,1
-0.00057096,0,0,0,0,0,1,0,1
-0.00057094,0,0,0,0,0,1,0,1
-0.00057093,0,0,0,0,0,1,0,1
-0.00057091,0,0,0,0,0,1,0,1
-0.0005709,0,0,0,0,0,1,0,1
-0.00057088,0,0,0,0,0,1,0,1
-0.00057086,0,0,0,0,0,1,0,1
-0.00057085,0,0,0,0,0,1,0,1
-0.00057083,0,0,0,0,0,1,0,1
-0.00057082,0,0,0,0,0,1,0,1
-0.0005708,0,0,0,0,0,1,0,1
-0.00057078,0,0,0,0,0,1,0,1
-0.00057077,0,0,0,0,0,1,0,1
-0.00057075,0,0,0,0,0,1,0,1
-0.00057074,0,0,0,0,0,1,0,1
-0.00057072,0,0,0,0,0,1,0,1
-0.0005707,0,0,0,0,0,1,0,1
-0.00057069,0,0,0,0,0,1,0,1
-0.00057067,0,0,0,0,0,1,0,1
-0.00057066,0,0,0,0,0,1,0,1
-0.00057064,0,0,0,0,0,1,0,1
-0.00057062,0,0,0,0,0,1,0,1
-0.00057061,0,0,0,0,0,1,0,1
-0.00057059,0,0,0,0,0,1,0,1
-0.00057058,0,0,0,0,0,1,0,1
-0.00057056,0,0,0,0,0,1,0,1
-0.00057054,0,0,0,0,0,1,0,1
-0.00057053,0,0,0,0,0,1,0,1
-0.00057051,0,0,0,0,0,1,0,1
-0.0005705,0,0,0,0,0,1,0,1
-0.00057048,0,0,0,0,0,1,0,1
-0.00057046,0,0,0,0,0,1,0,1
-0.00057045,0,0,0,0,0,1,0,1
-0.00057043,0,0,0,0,0,1,0,1
-0.00057042,0,0,0,0,0,1,0,1
-0.0005704,0,0,0,0,0,1,0,1
-0.00057038,0,0,0,0,0,1,0,1
-0.00057037,0,0,0,0,0,1,0,1
-0.00057035,0,0,0,0,0,1,0,1
-0.00057034,0,0,0,0,0,1,0,1
-0.00057032,0,0,0,0,0,1,0,1
-0.0005703,0,0,0,0,0,1,0,1
-0.00057029,0,0,0,0,0,1,0,1
-0.00057027,0,0,0,0,0,1,0,1
-0.00057026,0,0,0,0,0,1,0,1
-0.00057024,0,0,0,0,0,1,0,1
-0.00057022,0,0,0,0,0,1,0,1
-0.00057021,0,0,0,0,0,1,0,1
-0.00057019,0,0,0,0,0,1,0,1
-0.00057018,0,0,0,0,0,1,0,1
-0.00057016,0,0,0,0,0,1,0,1
-0.00057014,0,0,0,0,0,1,0,1
-0.00057013,0,0,0,0,0,1,0,1
-0.00057011,0,0,0,0,0,1,0,1
-0.0005701,0,0,0,0,0,1,0,1
-0.00057008,0,0,0,0,0,1,0,1
-0.00057006,0,0,0,0,0,1,0,1
-0.00057005,0,0,0,0,0,1,0,1
-0.00057003,0,0,0,0,0,1,0,1
-0.00057002,0,0,0,0,0,1,0,1
-0.00057,0,0,0,0,0,1,0,1
-0.00056998,0,0,0,0,0,1,0,1
-0.00056997,0,0,0,0,0,1,0,1
-0.00056995,0,0,0,0,0,1,0,1
-0.00056994,0,0,0,0,0,1,0,1
-0.00056992,0,0,0,0,0,1,0,1
-0.0005699,0,0,0,0,0,1,0,1
-0.00056989,0,0,0,0,0,1,0,1
-0.00056987,0,0,0,0,0,1,0,1
-0.00056986,0,0,0,0,0,1,0,1
-0.00056984,0,0,0,0,0,1,0,1
-0.00056982,0,0,0,0,0,1,0,1
-0.00056981,0,0,0,0,0,1,0,1
-0.00056979,0,0,0,0,0,1,0,1
-0.00056978,0,0,0,0,0,1,0,1
-0.00056976,0,0,0,0,0,1,0,1
-0.00056974,0,0,0,0,0,1,0,1
-0.00056973,0,0,0,0,0,1,0,1
-0.00056971,0,0,0,0,0,1,0,1
-0.0005697,0,0,0,0,0,1,0,1
-0.00056968,0,0,0,0,0,1,0,1
-0.00056966,0,0,0,0,0,1,0,1
-0.00056965,0,0,0,0,0,1,0,1
-0.00056963,0,0,0,0,0,1,0,1
-0.00056962,0,0,0,0,0,1,0,1
-0.0005696,0,0,0,0,0,1,0,1
-0.00056958,0,0,0,0,0,1,0,1
-0.00056957,0,0,0,0,0,1,0,1
-0.00056955,0,0,0,0,0,1,0,1
-0.00056954,0,0,0,0,0,1,0,1
-0.00056952,0,0,0,0,0,1,0,1
-0.0005695,0,0,0,0,0,1,0,1
-0.00056949,0,0,0,0,0,1,0,1
-0.00056947,0,0,0,0,0,1,0,1
-0.00056946,0,0,0,0,0,1,0,1
-0.00056944,0,0,0,0,0,1,0,1
-0.00056942,0,0,0,0,0,1,0,1
-0.00056941,0,0,0,0,0,1,0,1
-0.00056939,0,0,0,0,0,1,0,1
-0.00056938,0,0,0,0,0,1,0,1
-0.00056936,0,0,0,0,0,1,0,1
-0.00056934,0,0,0,0,0,1,0,1
-0.00056933,0,0,0,0,0,1,0,1
-0.00056931,0,0,0,0,0,1,0,1
-0.0005693,0,0,0,0,0,1,0,1
-0.00056928,0,0,0,0,0,1,0,1
-0.00056926,0,0,0,0,0,1,0,1
-0.00056925,0,0,0,0,0,1,0,1
-0.00056923,0,0,0,0,0,1,0,1
-0.00056922,0,0,0,0,0,1,0,1
-0.0005692,0,0,0,0,0,1,0,1
-0.00056918,0,0,0,0,0,1,0,1
-0.00056917,0,0,0,0,0,1,0,1
-0.00056915,0,0,0,0,0,1,0,1
-0.00056914,0,0,0,0,0,1,0,1
-0.00056912,0,0,0,0,0,1,0,1
-0.0005691,0,0,0,0,0,1,0,1
-0.00056909,0,0,0,0,0,1,0,1
-0.00056907,0,0,0,0,0,1,0,1
-0.00056906,0,0,0,0,0,1,0,1
-0.00056904,0,0,0,0,0,1,0,1
-0.00056902,0,0,0,0,0,1,0,1
-0.00056901,0,0,0,0,0,1,0,1
-0.00056899,0,0,0,0,0,1,0,1
-0.00056898,0,0,0,0,0,1,0,1
-0.00056896,0,0,0,0,0,1,0,1
-0.00056894,0,0,0,0,0,1,0,1
-0.00056893,0,0,0,0,0,1,0,1
-0.00056891,0,0,0,0,0,1,0,1
-0.0005689,0,0,0,0,0,1,0,1
-0.00056888,0,0,0,0,0,1,0,1
-0.00056886,0,0,0,0,0,1,0,1
-0.00056885,0,0,0,0,0,1,0,1
-0.00056883,0,0,0,0,0,1,0,1
-0.00056882,0,0,0,0,0,1,0,1
-0.0005688,0,0,0,0,0,1,0,1
-0.00056878,0,0,0,0,0,1,0,1
-0.00056877,0,0,0,0,0,1,0,1
-0.00056875,0,0,0,0,0,1,0,1
-0.00056874,0,0,0,0,0,1,0,1
-0.00056872,0,0,0,0,0,1,0,1
-0.0005687,0,0,0,0,0,1,0,1
-0.00056869,0,0,0,0,0,1,0,1
-0.00056867,0,0,0,0,0,1,0,1
-0.00056866,0,0,0,0,0,1,0,1
-0.00056864,0,0,0,0,0,1,0,1
-0.00056862,0,0,0,0,0,1,0,1
-0.00056861,0,0,0,0,0,1,0,1
-0.00056859,0,0,0,0,0,1,0,1
-0.00056858,0,0,0,0,0,1,0,1
-0.00056856,0,0,0,0,0,1,0,1
-0.00056854,0,0,0,0,0,1,0,1
-0.00056853,0,0,0,0,0,1,0,1
-0.00056851,0,0,0,0,0,1,0,1
-0.0005685,0,0,0,0,0,1,0,1
-0.00056848,0,0,0,0,0,1,0,1
-0.00056846,0,0,0,0,0,1,0,1
-0.00056845,0,0,0,0,0,1,0,1
-0.00056843,0,0,0,0,0,1,0,1
-0.00056842,0,0,0,0,0,1,0,1
-0.0005684,0,0,0,0,0,1,0,1
-0.00056838,0,0,0,0,0,1,0,1
-0.00056837,0,0,0,0,0,1,0,1
-0.00056835,0,0,0,0,0,1,0,1
-0.00056834,0,0,0,0,0,1,0,1
-0.00056832,0,0,0,0,0,1,0,1
-0.0005683,0,0,0,0,0,1,0,1
-0.00056829,0,0,0,0,0,1,0,1
-0.00056827,0,0,0,0,0,1,0,1
-0.00056826,0,0,0,0,0,1,0,1
-0.00056824,0,0,0,0,0,1,0,1
-0.00056822,0,0,0,0,0,1,0,1
-0.00056821,0,0,0,0,0,1,0,1
-0.00056819,0,0,0,0,0,1,0,1
-0.00056818,0,0,0,0,0,1,0,1
-0.00056816,0,0,0,0,0,1,0,1
-0.00056814,0,0,0,0,0,1,0,1
-0.00056813,0,0,0,0,0,1,0,1
-0.00056811,0,0,0,0,0,1,0,1
-0.0005681,0,0,0,0,0,1,0,1
-0.00056808,0,0,0,0,0,1,0,1
-0.00056806,0,0,0,0,0,1,0,1
-0.00056805,0,0,0,0,0,1,0,1
-0.00056803,0,0,0,0,0,1,0,1
-0.00056802,0,0,0,0,0,1,0,1
-0.000568,0,0,0,0,0,1,0,1
-0.00056798,0,0,0,0,0,1,0,1
-0.00056797,0,0,0,0,0,1,0,1
-0.00056795,0,0,0,0,0,1,0,1
-0.00056794,0,0,0,0,0,1,0,1
-0.00056792,0,0,0,0,0,1,0,1
-0.0005679,0,0,0,0,0,1,0,1
-0.00056789,0,0,0,0,0,1,0,1
-0.00056787,0,0,0,0,0,1,0,1
-0.00056786,0,0,0,0,0,1,0,1
-0.00056784,0,0,0,0,0,1,0,1
-0.00056782,0,0,0,0,0,1,0,1
-0.00056781,0,0,0,0,0,1,0,1
-0.00056779,0,0,0,0,0,1,0,1
-0.00056778,0,0,0,0,0,1,0,1
-0.00056776,0,0,0,0,0,1,0,1
-0.00056774,0,0,0,0,0,1,0,1
-0.00056773,0,0,0,0,0,1,0,1
-0.00056771,0,0,0,0,0,1,0,1
-0.0005677,0,0,0,0,0,1,0,1
-0.00056768,0,0,0,0,0,1,0,1
-0.00056766,0,0,0,0,0,1,0,1
-0.00056765,0,0,0,0,0,1,0,1
-0.00056763,0,0,0,0,0,1,0,1
-0.00056762,0,0,0,0,0,1,0,1
-0.0005676,0,0,0,0,0,1,0,1
-0.00056758,0,0,0,0,0,1,0,1
-0.00056757,0,0,0,0,0,1,0,1
-0.00056755,0,0,0,0,0,1,0,1
-0.00056754,0,0,0,0,0,1,0,1
-0.00056752,0,0,0,0,0,1,0,1
-0.0005675,0,0,0,0,0,1,0,1
-0.00056749,0,0,0,0,0,1,0,1
-0.00056747,0,0,0,0,0,1,0,1
-0.00056746,0,0,0,0,0,1,0,1
-0.00056744,0,0,0,0,0,1,0,1
-0.00056742,0,0,0,0,0,1,0,1
-0.00056741,0,0,0,0,0,1,0,1
-0.00056739,0,0,0,0,0,1,0,1
-0.00056738,0,0,0,0,0,1,0,1
-0.00056736,0,0,0,0,0,1,0,1
-0.00056734,0,0,0,0,0,1,0,1
-0.00056733,0,0,0,0,0,1,0,1
-0.00056731,0,0,0,0,0,1,0,1
-0.0005673,0,0,0,0,0,1,0,1
-0.00056728,0,0,0,0,0,1,0,1
-0.00056726,0,0,0,0,0,1,0,1
-0.00056725,0,0,0,0,0,1,0,1
-0.00056723,0,0,0,0,0,1,0,1
-0.00056722,0,0,0,0,0,1,0,1
-0.0005672,0,0,0,0,0,1,0,1
-0.00056718,0,0,0,0,0,1,0,1
-0.00056717,0,0,0,0,0,1,0,1
-0.00056715,0,0,0,0,0,1,0,1
-0.00056714,0,0,0,0,0,1,0,1
-0.00056712,0,0,0,0,0,1,0,1
-0.0005671,0,0,0,0,0,1,0,1
-0.00056709,0,0,0,0,0,1,0,1
-0.00056707,0,0,0,0,0,1,0,1
-0.00056706,0,0,0,0,0,1,0,1
-0.00056704,0,0,0,0,0,1,0,1
-0.00056702,0,0,0,0,0,1,0,1
-0.00056701,0,0,0,0,0,1,0,1
-0.00056699,0,0,0,0,0,1,0,1
-0.00056698,0,0,0,0,0,1,0,1
-0.00056696,0,0,0,0,0,1,0,1
-0.00056694,0,0,0,0,0,1,0,1
-0.00056693,0,0,0,0,0,1,0,1
-0.00056691,0,0,0,0,0,1,0,1
-0.0005669,0,0,0,0,0,1,0,1
-0.00056688,0,0,0,0,0,1,0,1
-0.00056686,0,0,0,0,0,1,0,1
-0.00056685,0,0,0,0,0,1,0,1
-0.00056683,0,0,0,0,0,1,0,1
-0.00056682,0,0,0,0,0,1,0,1
-0.0005668,0,0,0,0,0,1,0,1
-0.00056678,0,0,0,0,0,1,0,1
-0.00056677,0,0,0,0,0,1,0,1
-0.00056675,0,0,0,0,0,1,0,1
-0.00056674,0,0,0,0,0,1,0,1
-0.00056672,0,0,0,0,0,1,0,1
-0.0005667,0,0,0,0,0,1,0,1
-0.00056669,0,0,0,0,0,1,0,1
-0.00056667,0,0,0,0,0,1,0,1
-0.00056666,0,0,0,0,0,1,0,1
-0.00056664,0,0,0,0,0,1,0,1
-0.00056662,0,0,0,0,0,1,0,1
-0.00056661,0,0,0,0,0,1,0,1
-0.00056659,0,0,0,0,0,1,0,1
-0.00056658,0,0,0,0,0,1,0,1
-0.00056656,0,0,0,0,0,1,0,1
-0.00056654,0,0,0,0,0,1,0,1
-0.00056653,0,0,0,0,0,1,0,1
-0.00056651,0,0,0,0,0,1,0,1
-0.0005665,0,0,0,0,0,1,0,1
-0.00056648,0,0,0,0,0,1,0,1
-0.00056646,0,0,0,0,0,1,0,1
-0.00056645,0,0,0,0,0,1,0,1
-0.00056643,0,0,0,0,0,1,0,1
-0.00056642,0,0,0,0,0,1,0,1
-0.0005664,0,0,0,0,0,1,0,1
-0.00056638,0,0,0,0,0,1,0,1
-0.00056637,0,0,0,0,0,1,0,1
-0.00056635,0,0,0,0,0,1,0,1
-0.00056634,0,0,0,0,0,1,0,1
-0.00056632,0,0,0,0,0,1,0,1
-0.0005663,0,0,0,0,0,1,0,1
-0.00056629,0,0,0,0,0,1,0,1
-0.00056627,0,0,0,0,0,1,0,1
-0.00056626,0,0,0,0,0,1,0,1
-0.00056624,0,0,0,0,0,1,0,1
-0.00056622,0,0,0,0,0,1,0,1
-0.00056621,0,0,0,0,0,1,0,1
-0.00056619,0,0,0,0,0,1,0,1
-0.00056618,0,0,0,0,0,1,0,1
-0.00056616,0,0,0,0,0,1,0,1
-0.00056614,0,0,0,0,0,1,0,1
-0.00056613,0,0,0,0,0,1,0,1
-0.00056611,0,0,0,0,0,1,0,1
-0.0005661,0,0,0,0,0,1,0,1
-0.00056608,0,0,0,0,0,1,0,1
-0.00056606,0,0,0,0,0,1,0,1
-0.00056605,0,0,0,0,0,1,0,1
-0.00056603,0,0,0,0,0,1,0,1
-0.00056602,0,0,0,0,0,1,0,1
-0.000566,0,0,0,0,0,1,0,1
-0.00056598,0,0,0,0,0,1,0,1
-0.00056597,0,0,0,0,0,1,0,1
-0.00056595,0,0,0,0,0,1,0,1
-0.00056594,0,0,0,0,0,1,0,1
-0.00056592,0,0,0,0,0,1,0,1
-0.0005659,0,0,0,0,0,1,0,1
-0.00056589,0,0,0,0,0,1,0,1
-0.00056587,0,0,0,0,0,1,0,1
-0.00056586,0,0,0,0,0,1,0,1
-0.00056584,0,0,0,0,0,1,0,1
-0.00056582,0,0,0,0,0,1,0,1
-0.00056581,0,0,0,0,0,1,0,1
-0.00056579,0,0,0,0,0,1,0,1
-0.00056578,0,0,0,0,0,1,0,1
-0.00056576,0,0,0,0,0,1,0,1
-0.00056574,0,0,0,0,0,1,0,1
-0.00056573,0,0,0,0,0,1,0,1
-0.00056571,0,0,0,0,0,1,0,1
-0.0005657,0,0,0,0,0,1,0,1
-0.00056568,0,0,0,0,0,1,0,1
-0.00056566,0,0,0,0,0,1,0,1
-0.00056565,0,0,0,0,0,1,0,1
-0.00056563,0,0,0,0,0,1,0,1
-0.00056562,0,0,0,0,0,1,0,1
-0.0005656,0,0,0,0,0,1,0,1
-0.00056558,0,0,0,0,0,1,0,1
-0.00056557,0,0,0,0,0,1,0,1
-0.00056555,0,0,0,0,0,1,0,1
-0.00056554,0,0,0,0,0,1,0,1
-0.00056552,0,0,0,0,0,1,0,1
-0.0005655,0,0,0,0,0,1,0,1
-0.00056549,0,0,0,0,0,1,0,1
-0.00056547,0,0,0,0,0,1,0,1
-0.00056546,0,0,0,0,0,1,0,1
-0.00056544,0,0,0,0,0,1,0,1
-0.00056542,0,0,0,0,0,1,0,1
-0.00056541,0,0,0,0,0,1,0,1
-0.00056539,0,0,0,0,0,1,0,1
-0.00056538,0,0,0,0,0,1,0,1
-0.00056536,0,0,0,0,0,1,0,1
-0.00056534,0,0,0,0,0,1,0,1
-0.00056533,0,0,0,0,0,1,0,1
-0.00056531,0,0,0,0,0,1,0,1
-0.0005653,0,0,0,0,0,1,0,1
-0.00056528,0,0,0,0,0,1,0,1
-0.00056526,0,0,0,0,0,1,0,1
